device_os,amt,gender,city,job,category,city_pop,age_group,job_age_group,hour_sin,hour_cos
macOS,498.62,F,New York,Artist,Electronics,8419600,46-60,Artist_46-60,0.866025403784439,-0.5
other,113.8,M,Test City,Clerk,Entertainment,2716000,60+,Clerk_60+,0.707106781186547,0.707106781186548
Linux,109.38,F,Test City,Lawyer,Travel,2716000,60+,Lawyer_60+,1,6.15826833971767e-17
Windows,429.6,F,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,0.965925826289068,0.258819045102521
Windows,269.92,F,Test City,Lawyer,Entertainment,2716000,46-60,Lawyer_46-60,-0.258819045102521,-0.965925826289068
Windows,193.6,F,Test City,Engineer,Travel,3979576,60+,Engineer_60+,0.965925826289068,-0.258819045102521
Windows,94.11,M,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,-0.5,-0.866025403784439
Windows,201.42,F,New York,Artist,Groceries,8419600,60+,Artist_60+,0.258819045102521,-0.965925826289068
macOS,113.7,M,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,-0.866025403784439,0.5
macOS,271.34,F,New York,Engineer,Groceries,8419600,31-45,Engineer_31-45,0.866025403784439,-0.5
Windows,103.8,M,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,-0.707106781186548,0.707106781186547
Windows,381.58,F,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,0.965925826289068,-0.258819045102521
Windows,351.38,F,Los Angeles,Artist,Apparel,3979576,46-60,Artist_46-60,0.707106781186548,-0.707106781186547
X11,463.5,F,Test City,Teacher,Apparel,2716000,46-60,Teacher_46-60,1.22514845490862e-16,-1
macOS,415.26,F,Los Angeles,Artist,Travel,3979576,31-45,Artist_31-45,0.258819045102521,0.965925826289068
macOS,104.74,F,Chicago,Engineer,Groceries,2716000,46-60,Engineer_46-60,1.22514845490862e-16,-1
macOS,154.31,F,Test City,Teacher,Travel,2716000,31-45,Teacher_31-45,0.965925826289068,-0.258819045102521
Windows,460.18,M,New York,Artist,Groceries,8419600,31-45,Artist_31-45,-0.965925826289069,0.25881904510252
Windows,448.9,F,Test City,Doctor,Entertainment,1680992,60+,Doctor_60+,0.866025403784439,-0.5
Windows,61.01,M,Test City,Clerk,Electronics,3979576,46-60,Clerk_46-60,0.5,0.866025403784439
macOS,266.42,M,Phoenix,Engineer,Electronics,1680992,31-45,Engineer_31-45,-0.258819045102521,-0.965925826289068
other,51.48,F,Los Angeles,Clerk,Apparel,3979576,60+,Clerk_60+,-0.707106781186548,0.707106781186547
other,469.72,M,Test City,Clerk,Apparel,2716000,16-30,Clerk_16-30,0,1
Linux,31.39,M,Chicago,Teacher,Electronics,2716000,46-60,Teacher_46-60,-1,-1.83880688453542e-16
macOS,53.01,F,Chicago,Doctor,Entertainment,2716000,46-60,Doctor_46-60,0.258819045102521,-0.965925826289068
other,245.12,F,Phoenix,Doctor,Travel,1680992,60+,Doctor_60+,0.5,-0.866025403784439
macOS,17.18,F,Test City,Doctor,Apparel,2716000,60+,Doctor_60+,0.5,0.866025403784439
macOS,328.42,M,Test City,Engineer,Electronics,2716000,46-60,Engineer_46-60,1.22514845490862e-16,-1
other,381.33,F,Phoenix,Engineer,Electronics,1680992,16-30,Engineer_16-30,-0.258819045102522,0.965925826289068
macOS,227.47,F,Phoenix,Nurse,Travel,1680992,31-45,Nurse_31-45,-1,-1.83880688453542e-16
Windows,169.41,F,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,-0.707106781186547,-0.707106781186548
Windows,66.65,M,Chicago,Clerk,Travel,2716000,46-60,Clerk_46-60,-1,-1.83880688453542e-16
Windows,20.52,M,Test City,Teacher,Electronics,2716000,46-60,Teacher_46-60,-0.965925826289069,0.25881904510252
Windows,127.13,M,New York,Doctor,Travel,8419600,16-30,Doctor_16-30,-0.866025403784439,0.5
Windows,35.75,F,Houston,Engineer,Groceries,2328000,31-45,Engineer_31-45,-0.5,0.866025403784438
Linux,12.87,M,Test City,Teacher,Travel,2716000,46-60,Teacher_46-60,-0.5,0.866025403784438
Windows,481.22,M,Phoenix,Clerk,Groceries,1680992,46-60,Clerk_46-60,0.5,0.866025403784439
macOS,96.84,M,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,0.258819045102521,-0.965925826289068
macOS,82.08,F,Test City,Lawyer,Travel,2716000,46-60,Lawyer_46-60,-0.866025403784439,0.5
macOS,471.84,F,Test City,Lawyer,Groceries,2716000,46-60,Lawyer_46-60,-0.866025403784439,0.5
X11,400.29,F,Test City,Teacher,Travel,2716000,31-45,Teacher_31-45,0.866025403784439,-0.5
macOS,73.57,M,Test City,Doctor,Electronics,2716000,31-45,Doctor_31-45,0.258819045102521,-0.965925826289068
Windows,268.75,M,Test City,Doctor,Travel,2716000,16-30,Doctor_16-30,1,6.15826833971767e-17
other,64.75,F,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,0.866025403784439,-0.5
macOS,69.05,F,Test City,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,-0.965925826289068,-0.258819045102521
other,406.17,M,Test City,Lawyer,Apparel,2716000,46-60,Lawyer_46-60,0.866025403784439,0.5
Windows,254.2,F,New York,Artist,Groceries,8419600,60+,Artist_60+,-0.258819045102521,-0.965925826289068
X11,442.01,M,Houston,Nurse,Travel,2328000,31-45,Nurse_31-45,-1,-1.83880688453542e-16
macOS,227.02,M,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,-0.258819045102522,0.965925826289068
Windows,30.03,F,Test City,Lawyer,Travel,2716000,60+,Lawyer_60+,0.866025403784439,-0.5
X11,3.47,F,Test City,Doctor,Entertainment,2716000,60+,Doctor_60+,0.5,0.866025403784439
Windows,61.09,F,Test City,Engineer,Groceries,2716000,60+,Engineer_60+,-0.866025403784439,0.5
other,238.07,M,Test City,Teacher,Travel,2716000,60+,Teacher_60+,-0.866025403784438,-0.5
X11,320.49,M,Test City,Teacher,Entertainment,2716000,31-45,Teacher_31-45,-1,-1.83880688453542e-16
other,155.68,M,Test City,Clerk,Groceries,2716000,46-60,Clerk_46-60,-0.707106781186547,-0.707106781186548
Windows,303.88,F,Test City,Doctor,Apparel,2716000,60+,Doctor_60+,1.22514845490862e-16,-1
X11,257.43,F,Test City,Teacher,Groceries,2716000,46-60,Teacher_46-60,-0.707106781186548,0.707106781186547
other,141.33,F,Test City,Doctor,Electronics,8419600,16-30,Doctor_16-30,0.965925826289068,0.258819045102521
X11,286.33,F,Test City,Doctor,Travel,2716000,60+,Doctor_60+,0.866025403784439,0.5
macOS,26.98,F,Houston,Lawyer,Electronics,2328000,46-60,Lawyer_46-60,-0.258819045102522,0.965925826289068
other,296.64,F,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,1.22514845490862e-16,-1
Windows,135.47,M,Test City,Clerk,Electronics,1680992,16-30,Clerk_16-30,0.866025403784439,-0.5
macOS,3.66,M,Test City,Teacher,Electronics,2716000,16-30,Teacher_16-30,0.707106781186548,-0.707106781186547
Windows,331.98,F,Test City,Lawyer,Travel,2716000,31-45,Lawyer_31-45,0.258819045102521,-0.965925826289068
macOS,100.97,F,Houston,Teacher,Electronics,2328000,16-30,Teacher_16-30,0.707106781186548,-0.707106781186547
other,108.66,F,Test City,Lawyer,Electronics,2716000,60+,Lawyer_60+,-1,-1.83880688453542e-16
macOS,70.09,F,Test City,Lawyer,Travel,2716000,46-60,Lawyer_46-60,-0.866025403784439,0.5
Linux,173.64,M,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,0.965925826289068,0.258819045102521
Windows,44.18,M,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,-0.965925826289068,-0.258819045102521
other,452.15,F,New York,Lawyer,Apparel,8419600,60+,Lawyer_60+,0.5,0.866025403784439
Windows,6.68000000000001,M,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,1.22514845490862e-16,-1
Windows,277.35,F,New York,Artist,Apparel,8419600,60+,Artist_60+,-0.965925826289068,-0.258819045102521
Windows,331.29,M,Houston,Engineer,Apparel,2328000,60+,Engineer_60+,-0.866025403784439,0.5
Linux,256.57,F,Los Angeles,Lawyer,Apparel,3979576,16-30,Lawyer_16-30,0.707106781186548,-0.707106781186547
macOS,103.79,F,Houston,Clerk,Electronics,2328000,31-45,Clerk_31-45,0.866025403784439,0.5
Windows,44.65,F,Test City,Clerk,Apparel,2716000,31-45,Clerk_31-45,0.707106781186548,-0.707106781186547
Windows,485.07,M,Phoenix,Artist,Apparel,1680992,31-45,Artist_31-45,1,6.15826833971767e-17
macOS,381.07,M,Test City,Teacher,Groceries,3979576,60+,Teacher_60+,0,1
Windows,458.99,M,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,0.258819045102521,-0.965925826289068
macOS,473.39,M,Test City,Teacher,Apparel,2716000,46-60,Teacher_46-60,-0.258819045102521,-0.965925826289068
other,55.16,F,Test City,Doctor,Entertainment,2716000,60+,Doctor_60+,1,6.15826833971767e-17
Windows,101.22,F,Test City,Clerk,Entertainment,2716000,60+,Clerk_60+,-0.258819045102521,-0.965925826289068
Windows,325.73,M,Test City,Engineer,Electronics,2716000,60+,Engineer_60+,0.258819045102521,0.965925826289068
macOS,284.11,F,Test City,Clerk,Entertainment,2716000,16-30,Clerk_16-30,0.258819045102521,-0.965925826289068
X11,98.61,F,Test City,Lawyer,Travel,2716000,46-60,Lawyer_46-60,0.5,0.866025403784439
other,450.28,F,Test City,Lawyer,Apparel,2716000,60+,Lawyer_60+,-0.258819045102521,-0.965925826289068
Windows,334.65,F,Test City,Teacher,Electronics,2716000,46-60,Teacher_46-60,-0.866025403784439,0.5
Windows,193.76,M,Test City,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,0,1
Windows,32.19,M,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,-0.5,0.866025403784438
X11,283.86,F,Los Angeles,Lawyer,Electronics,3979576,31-45,Lawyer_31-45,1,6.15826833971767e-17
macOS,374.76,M,Test City,Doctor,Groceries,2716000,31-45,Doctor_31-45,-0.965925826289069,0.25881904510252
other,105.43,M,Phoenix,Lawyer,Travel,1680992,16-30,Lawyer_16-30,-0.965925826289069,0.25881904510252
X11,487.87,M,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,0.258819045102521,0.965925826289068
X11,182.24,M,Test City,Doctor,Electronics,2716000,31-45,Doctor_31-45,0.965925826289068,-0.258819045102521
X11,258.19,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,-0.866025403784439,0.5
Linux,335.82,M,Los Angeles,Clerk,Entertainment,3979576,46-60,Clerk_46-60,0.5,0.866025403784439
other,321.41,M,Los Angeles,Teacher,Apparel,3979576,46-60,Teacher_46-60,0.258819045102521,-0.965925826289068
other,476.35,M,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,0.866025403784439,0.5
X11,220.56,F,Test City,Clerk,Apparel,2716000,31-45,Clerk_31-45,0.258819045102521,-0.965925826289068
X11,294.14,M,Test City,Engineer,Travel,2716000,60+,Engineer_60+,-1,-1.83880688453542e-16
macOS,248.33,M,Test City,Clerk,Entertainment,2716000,46-60,Clerk_46-60,1,6.15826833971767e-17
macOS,411.68,M,Test City,Clerk,Groceries,2716000,46-60,Clerk_46-60,0.965925826289068,-0.258819045102521
Windows,234.25,F,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,-0.258819045102522,0.965925826289068
other,72.42,M,Test City,Engineer,Groceries,2716000,46-60,Engineer_46-60,0.258819045102521,0.965925826289068
X11,165.61,F,Test City,Doctor,Electronics,2716000,31-45,Doctor_31-45,0,1
Linux,11.43,F,Chicago,Doctor,Apparel,2716000,31-45,Doctor_31-45,1.22514845490862e-16,-1
Windows,243.31,M,Phoenix,Clerk,Apparel,1680992,46-60,Clerk_46-60,0.965925826289068,0.258819045102521
Windows,87.21,F,Test City,Doctor,Apparel,2716000,60+,Doctor_60+,-0.707106781186547,-0.707106781186548
other,8.63,M,Test City,Clerk,Entertainment,2716000,46-60,Clerk_46-60,0.5,0.866025403784439
Windows,31.89,M,Test City,Engineer,Travel,2328000,31-45,Engineer_31-45,0.258819045102521,0.965925826289068
macOS,92.38,M,Test City,Teacher,Entertainment,2716000,60+,Teacher_60+,-0.258819045102521,-0.965925826289068
other,63.85,M,New York,Engineer,Groceries,8419600,31-45,Engineer_31-45,0.707106781186547,0.707106781186548
X11,365.55,M,Test City,Teacher,Travel,2716000,60+,Teacher_60+,0.258819045102521,0.965925826289068
Linux,96.5,M,Test City,Lawyer,Electronics,2716000,60+,Lawyer_60+,-0.5,0.866025403784438
macOS,167.16,M,Test City,Doctor,Travel,1680992,60+,Doctor_60+,0.866025403784439,-0.5
X11,228.61,F,Test City,Lawyer,Electronics,2716000,60+,Lawyer_60+,0.707106781186548,-0.707106781186547
macOS,341.79,M,Test City,Lawyer,Travel,2716000,60+,Lawyer_60+,0.5,-0.866025403784439
macOS,475.32,M,Test City,Clerk,Travel,2716000,60+,Clerk_60+,-0.965925826289069,0.25881904510252
Windows,70.96,M,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,-0.707106781186547,-0.707106781186548
Linux,285.97,M,Test City,Doctor,Entertainment,2716000,60+,Doctor_60+,0.5,0.866025403784439
other,67.22,M,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,0.258819045102521,-0.965925826289068
macOS,216.79,F,Houston,Engineer,Apparel,2328000,60+,Engineer_60+,0.5,-0.866025403784439
Windows,290.72,M,Test City,Clerk,Entertainment,2716000,60+,Clerk_60+,0.258819045102521,0.965925826289068
X11,486.01,M,Test City,Clerk,Apparel,2328000,46-60,Clerk_46-60,-0.707106781186548,0.707106781186547
Windows,339.23,M,Test City,Engineer,Electronics,2716000,60+,Engineer_60+,0.965925826289068,0.258819045102521
other,88.22,M,Phoenix,Doctor,Apparel,1680992,31-45,Doctor_31-45,-0.258819045102522,0.965925826289068
macOS,499.45,M,Test City,Engineer,Electronics,2716000,60+,Engineer_60+,-0.5,0.866025403784438
X11,57.2,M,Test City,Teacher,Travel,2716000,46-60,Teacher_46-60,-0.866025403784438,-0.5
other,162.91,M,Test City,Teacher,Groceries,2716000,16-30,Teacher_16-30,-0.5,0.866025403784438
Windows,224.22,F,New York,Doctor,Travel,8419600,16-30,Doctor_16-30,-1,-1.83880688453542e-16
X11,362.16,F,Test City,Clerk,Travel,2716000,31-45,Clerk_31-45,0.707106781186547,0.707106781186548
macOS,281.12,M,Chicago,Nurse,Entertainment,2716000,46-60,Nurse_46-60,0.866025403784439,0.5
Linux,143.05,M,Houston,Artist,Electronics,2328000,16-30,Artist_16-30,-0.866025403784438,-0.5
macOS,439.45,M,Test City,Doctor,Travel,2716000,60+,Doctor_60+,0.258819045102521,0.965925826289068
Windows,479.48,M,Houston,Nurse,Groceries,2328000,31-45,Nurse_31-45,0.707106781186548,-0.707106781186547
X11,359.97,M,Test City,Clerk,Apparel,2716000,46-60,Clerk_46-60,-0.258819045102522,0.965925826289068
macOS,90.82,F,New York,Clerk,Apparel,8419600,16-30,Clerk_16-30,-0.707106781186547,-0.707106781186548
other,57.51,F,New York,Doctor,Apparel,8419600,46-60,Doctor_46-60,0.965925826289068,0.258819045102521
macOS,485.64,F,New York,Nurse,Electronics,8419600,60+,Nurse_60+,-0.707106781186547,-0.707106781186548
Linux,242.11,F,Phoenix,Nurse,Travel,1680992,46-60,Nurse_46-60,-0.707106781186547,-0.707106781186548
macOS,148.86,M,Houston,Nurse,Entertainment,2328000,46-60,Nurse_46-60,-0.866025403784438,-0.5
Windows,345.24,M,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,-0.258819045102522,0.965925826289068
other,473.63,F,Phoenix,Nurse,Groceries,1680992,16-30,Nurse_16-30,-0.5,0.866025403784438
macOS,46.36,M,Test City,Lawyer,Entertainment,2716000,46-60,Lawyer_46-60,0.5,0.866025403784439
macOS,394.72,F,Test City,Clerk,Electronics,2716000,60+,Clerk_60+,1.22514845490862e-16,-1
other,378.16,F,Test City,Teacher,Travel,2716000,31-45,Teacher_31-45,-0.258819045102521,-0.965925826289068
Linux,491.85,M,Test City,Clerk,Electronics,3979576,46-60,Clerk_46-60,0.866025403784439,-0.5
macOS,231.65,M,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,0.866025403784439,-0.5
Linux,48.97,F,Chicago,Engineer,Travel,2716000,16-30,Engineer_16-30,0.5,-0.866025403784439
other,83.95,M,Los Angeles,Engineer,Electronics,3979576,31-45,Engineer_31-45,-0.866025403784439,0.5
X11,183.08,M,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,-0.258819045102521,-0.965925826289068
X11,243.6,M,Chicago,Engineer,Apparel,2716000,31-45,Engineer_31-45,0.258819045102521,0.965925826289068
Windows,174.77,M,Test City,Engineer,Groceries,2716000,60+,Engineer_60+,0.258819045102521,-0.965925826289068
other,417.18,M,Test City,Clerk,Apparel,2716000,60+,Clerk_60+,0.965925826289068,0.258819045102521
other,353.32,M,Chicago,Clerk,Entertainment,2716000,16-30,Clerk_16-30,-1,-1.83880688453542e-16
Windows,342.3,F,Test City,Teacher,Electronics,2716000,46-60,Teacher_46-60,-0.5,0.866025403784438
other,277.95,M,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,0.866025403784439,-0.5
Linux,262.31,F,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,-0.866025403784439,0.5
other,381.21,F,Los Angeles,Nurse,Travel,3979576,16-30,Nurse_16-30,0.258819045102521,-0.965925826289068
other,459.78,F,Houston,Teacher,Electronics,2328000,31-45,Teacher_31-45,1.22514845490862e-16,-1
macOS,292.49,M,Test City,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,-0.866025403784438,-0.5
other,145.7,F,New York,Engineer,Groceries,8419600,31-45,Engineer_31-45,0.707106781186547,0.707106781186548
Linux,85.67,M,Test City,Lawyer,Travel,2716000,60+,Lawyer_60+,-0.866025403784438,-0.5
macOS,378.01,F,Test City,Doctor,Electronics,2716000,16-30,Doctor_16-30,-0.5,-0.866025403784439
X11,445.31,M,Test City,Doctor,Groceries,2328000,46-60,Doctor_46-60,-1,-1.83880688453542e-16
macOS,94.33,F,Los Angeles,Nurse,Travel,3979576,60+,Nurse_60+,1,6.15826833971767e-17
Windows,122.65,F,Test City,Doctor,Electronics,2716000,60+,Doctor_60+,-0.5,0.866025403784438
Linux,79.8,F,Test City,Doctor,Travel,2716000,16-30,Doctor_16-30,0.866025403784439,0.5
Linux,402.74,F,Los Angeles,Teacher,Electronics,3979576,46-60,Teacher_46-60,-0.965925826289069,0.25881904510252
macOS,159.99,F,Test City,Teacher,Electronics,2328000,60+,Teacher_60+,0.707106781186547,0.707106781186548
macOS,422.23,M,Test City,Teacher,Apparel,2716000,31-45,Teacher_31-45,0.866025403784439,-0.5
Linux,25.09,F,Test City,Clerk,Entertainment,2716000,46-60,Clerk_46-60,-0.707106781186548,0.707106781186547
Windows,264.56,F,Test City,Lawyer,Travel,2716000,16-30,Lawyer_16-30,-0.5,0.866025403784438
Windows,156.44,F,Test City,Clerk,Travel,2716000,31-45,Clerk_31-45,-0.5,-0.866025403784439
Windows,381.8,M,Test City,Clerk,Groceries,2716000,60+,Clerk_60+,-0.866025403784439,0.5
other,164.89,F,Test City,Doctor,Entertainment,2716000,60+,Doctor_60+,1,6.15826833971767e-17
other,423.8,M,Los Angeles,Doctor,Travel,3979576,46-60,Doctor_46-60,-0.965925826289069,0.25881904510252
Windows,386.82,F,Test City,Lawyer,Apparel,2716000,60+,Lawyer_60+,-0.866025403784439,0.5
macOS,10.68,M,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,0.965925826289068,0.258819045102521
macOS,438.22,M,Test City,Clerk,Groceries,2716000,46-60,Clerk_46-60,-0.866025403784439,0.5
Windows,116.37,F,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,1,6.15826833971767e-17
Windows,217.09,M,Test City,Engineer,Groceries,2716000,60+,Engineer_60+,0.707106781186548,-0.707106781186547
Linux,154.2,F,Test City,Clerk,Travel,2716000,31-45,Clerk_31-45,0.707106781186547,0.707106781186548
other,229.89,F,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,0.258819045102521,0.965925826289068
macOS,406.61,M,New York,Clerk,Travel,8419600,31-45,Clerk_31-45,0.258819045102521,-0.965925826289068
macOS,407.08,M,Test City,Doctor,Groceries,2716000,31-45,Doctor_31-45,0.866025403784439,-0.5
X11,13.31,F,Test City,Teacher,Electronics,2716000,46-60,Teacher_46-60,-0.258819045102522,0.965925826289068
other,200.44,F,Test City,Clerk,Groceries,2716000,31-45,Clerk_31-45,-0.965925826289069,0.25881904510252
macOS,310.62,M,New York,Engineer,Apparel,8419600,16-30,Engineer_16-30,-0.707106781186548,0.707106781186547
other,195.23,M,Chicago,Nurse,Electronics,2716000,60+,Nurse_60+,-0.707106781186548,0.707106781186547
Windows,199.3,M,Test City,Doctor,Travel,2716000,16-30,Doctor_16-30,1.22514845490862e-16,-1
macOS,272.4,M,Test City,Clerk,Groceries,2716000,31-45,Clerk_31-45,0,1
macOS,93.23,F,Chicago,Teacher,Apparel,2716000,31-45,Teacher_31-45,0.866025403784439,-0.5
other,414.44,F,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,1.22514845490862e-16,-1
macOS,167.89,M,Los Angeles,Clerk,Electronics,3979576,16-30,Clerk_16-30,0.965925826289068,0.258819045102521
other,208.95,M,Test City,Doctor,Apparel,2716000,16-30,Doctor_16-30,-0.965925826289069,0.25881904510252
Linux,248.34,M,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,-0.258819045102522,0.965925826289068
other,323.96,F,New York,Teacher,Entertainment,8419600,46-60,Teacher_46-60,-0.707106781186547,-0.707106781186548
other,462.23,F,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,-0.5,-0.866025403784439
Windows,76.23,F,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,-0.707106781186547,-0.707106781186548
macOS,483.62,F,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,-0.866025403784439,0.5
macOS,133.01,F,Phoenix,Doctor,Groceries,1680992,16-30,Doctor_16-30,0.965925826289068,0.258819045102521
macOS,246.57,F,Phoenix,Teacher,Groceries,1680992,31-45,Teacher_31-45,-0.965925826289068,-0.258819045102521
other,199.22,M,Phoenix,Nurse,Apparel,1680992,16-30,Nurse_16-30,1,6.15826833971767e-17
macOS,310.89,M,Test City,Doctor,Apparel,2716000,31-45,Doctor_31-45,1,6.15826833971767e-17
other,468.17,M,Test City,Doctor,Apparel,2716000,46-60,Doctor_46-60,-0.707106781186547,-0.707106781186548
Windows,68.35,F,Chicago,Nurse,Electronics,2716000,60+,Nurse_60+,0.965925826289068,0.258819045102521
macOS,12.83,F,Chicago,Lawyer,Electronics,2716000,16-30,Lawyer_16-30,1.22514845490862e-16,-1
other,493.2,F,New York,Artist,Electronics,8419600,60+,Artist_60+,1,6.15826833971767e-17
Windows,321.24,F,Test City,Lawyer,Travel,2716000,60+,Lawyer_60+,-0.5,-0.866025403784439
macOS,220.73,F,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,-0.707106781186548,0.707106781186547
Windows,360.95,M,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,-0.5,0.866025403784438
other,255.88,M,Test City,Teacher,Travel,2716000,60+,Teacher_60+,0,1
macOS,46.75,F,Test City,Teacher,Electronics,2716000,46-60,Teacher_46-60,0,1
Windows,366.41,M,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,0.5,0.866025403784439
macOS,8.18000000000004,M,Test City,Doctor,Apparel,2716000,16-30,Doctor_16-30,0.5,-0.866025403784439
macOS,394.14,M,Test City,Clerk,Travel,2716000,60+,Clerk_60+,-1,-1.83880688453542e-16
other,113.19,F,Test City,Doctor,Groceries,2716000,31-45,Doctor_31-45,0.866025403784439,-0.5
macOS,240.47,F,Test City,Teacher,Entertainment,2716000,46-60,Teacher_46-60,0.258819045102521,-0.965925826289068
X11,342.02,M,Test City,Doctor,Entertainment,2716000,31-45,Doctor_31-45,-0.258819045102522,0.965925826289068
macOS,235.43,M,New York,Clerk,Travel,8419600,60+,Clerk_60+,-0.866025403784439,0.5
macOS,62.42,M,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,-0.707106781186547,-0.707106781186548
other,425.89,F,Houston,Nurse,Apparel,2328000,46-60,Nurse_46-60,0.5,0.866025403784439
other,333.27,F,Test City,Teacher,Entertainment,2716000,60+,Teacher_60+,0.258819045102521,0.965925826289068
other,456.7,F,Phoenix,Artist,Travel,1680992,31-45,Artist_31-45,0.258819045102521,-0.965925826289068
X11,90.91,M,Test City,Doctor,Travel,2716000,46-60,Doctor_46-60,-0.965925826289069,0.25881904510252
X11,497.41,M,Houston,Clerk,Groceries,2328000,46-60,Clerk_46-60,-0.5,0.866025403784438
X11,178.11,F,Houston,Engineer,Apparel,2328000,31-45,Engineer_31-45,-0.258819045102521,-0.965925826289068
macOS,206.46,F,Houston,Lawyer,Apparel,2328000,60+,Lawyer_60+,0,1
Windows,310.13,F,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,-0.5,-0.866025403784439
Windows,133.53,F,Los Angeles,Nurse,Travel,3979576,16-30,Nurse_16-30,-0.5,-0.866025403784439
macOS,377.53,M,Houston,Nurse,Electronics,2328000,16-30,Nurse_16-30,0.866025403784439,-0.5
macOS,148.23,F,Chicago,Artist,Apparel,2716000,31-45,Artist_31-45,-0.5,0.866025403784438
other,479.25,F,Test City,Clerk,Entertainment,2716000,31-45,Clerk_31-45,0.258819045102521,0.965925826289068
Linux,429.97,F,Chicago,Teacher,Travel,2716000,16-30,Teacher_16-30,0.258819045102521,0.965925826289068
Windows,438,F,Test City,Clerk,Apparel,2716000,60+,Clerk_60+,1,6.15826833971767e-17
Windows,46.55,M,Phoenix,Teacher,Groceries,1680992,60+,Teacher_60+,0.5,-0.866025403784439
macOS,131.02,F,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,0.965925826289068,0.258819045102521
macOS,183.65,F,Test City,Lawyer,Travel,2716000,31-45,Lawyer_31-45,0,1
Linux,51.13,M,Test City,Engineer,Apparel,2716000,60+,Engineer_60+,0.707106781186547,0.707106781186548
Windows,79.37,M,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,0.258819045102521,-0.965925826289068
other,260,M,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,0.5,-0.866025403784439
macOS,63.38,M,Test City,Engineer,Entertainment,2716000,46-60,Engineer_46-60,-0.866025403784439,0.5
Windows,290.46,F,Phoenix,Teacher,Travel,1680992,31-45,Teacher_31-45,0,1
Windows,323.26,M,Chicago,Teacher,Entertainment,2716000,46-60,Teacher_46-60,-0.965925826289069,0.25881904510252
Windows,269.52,M,Phoenix,Clerk,Groceries,1680992,46-60,Clerk_46-60,0.258819045102521,-0.965925826289068
other,413.42,M,Test City,Engineer,Apparel,2716000,46-60,Engineer_46-60,0.5,-0.866025403784439
Windows,285.86,F,Chicago,Teacher,Groceries,2716000,31-45,Teacher_31-45,0.965925826289068,0.258819045102521
X11,438.22,M,Test City,Doctor,Electronics,3979576,31-45,Doctor_31-45,0.707106781186547,0.707106781186548
X11,489.69,M,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,1.22514845490862e-16,-1
Windows,253.56,F,Chicago,Lawyer,Groceries,2716000,60+,Lawyer_60+,-0.707106781186548,0.707106781186547
macOS,456.61,M,New York,Teacher,Apparel,8419600,31-45,Teacher_31-45,0,1
Linux,102.75,M,Test City,Doctor,Travel,2716000,16-30,Doctor_16-30,-0.866025403784439,0.5
other,308.78,M,Phoenix,Lawyer,Electronics,1680992,31-45,Lawyer_31-45,-1,-1.83880688453542e-16
